art_style,painting,emotion,utterance,repetition
Symbolism,mstislav-dobuzhinsky_chernihiv-warehouses-1912,excitement,Lots of deep and wonderful tones and values are seen in this village scene of a neighborhood with a dirt road.,6
Symbolism,nicholas-roerich_armageddon-1940,fear,This feels like when Pompeii got smothered by a volcanic ash.,5
Art_Nouveau_Modern,koloman-moser_the-light,disgust,"The golden naked man with a torch in his hand leaves me feeling disgusted, as it looks like he is about to burn the bodies laying on the clouds - is he their murderer?",12
Romanticism,gustave-dore_satan-in-council,fear,"This dark shadowy scene is done in black and white, to convey a stark evil.",5
Realism,giovanni-boldini_portrait-of-alfred-beit-1906,contentment,While the subject has an almost bored expression there is a hint of amusement or spark in his eyes.,6
Naive_Art_Primitivism,niko-pirosmani_prayer-in-a-village,sadness,"I like the style of this picture, but the outfits upset me, especially the color palate.",6
Romanticism,gustave-dore_don-quixote-47,amusement,A piece from a science movie in Bollywood is always good to see.,5
Post_Impressionism,henri-matisse_view-of-collioure,contentment,another sunny day on the coast of western australia,6
Symbolism,nicholas-roerich_lake-hyumpola,contentment,"Desolate scenes can bring up a variety of feelings - but this one seems to be one of splendid loneliness more than anything, and is quite pleasing being a natural remote landscape.",6
Post_Impressionism,le-pho_portrait-of-a-vietnamese-boy,something else,A beautiful portrait of a young Chinese peasant from long ago gives me a sense of strength and resilience.,6
Romanticism,gustave-dore_the-inferno-canto-6-1,fear,The dark colors coupled with the mass of bodies surrounding the only two upright figures make it look like a couple marching through hell,5
Rococo,william-hogarth_strolling-actresses-dressing-in-barn-1738,awe,The detail of the wild scene with the bizarre figures and acitivites is very impression.,6
Realism,gustave-courbet_portrait-of-a-spanish-lady-1855,contentment,The dark black hair compliments the black wristbands on her wrists.,6
Impressionism,claude-monet_boats-in-the-port-of-le-havre-1883,awe,"I love the way the water is painted, it feels cool and yet warm at the same time.",6
Expressionism,george-bouzianis_old-woman-with-red-scarf(2),sadness,"Looks like an old lady contemplating the life choices that have led her to this moment, compiling a list of regrets and paths not taken - a very sad image.",5
Expressionism,iosif-iser_baletist-1930,excitement,The woman looks like she is smirking suggestively. Her legs are spread and nipples showing.,6
Abstract_Expressionism,vasile-dobrian_how-sad-the-passing-of-light-through-the-decolletage-of-autumn-from-the-archways-series,something else,"Makes me feel confined/clausterphobic, as if I'm stuck in the yellow part and the rest of the painting is caving in on me",6
Post_Impressionism,koloman-moser_landscape-in-semmering,awe,The trees up-close are drawn with much detail while the mountains in the background with less detail,5
Realism,gustave-courbet_the-wave-1870-1,fear,The turbulent waters seem to reflect the mood of the cloud-filled sky.,6
Symbolism,nicholas-roerich_clouds-gesar-khan-1928,contentment,"THE VIEW OF THE SKY ON THE SUNSET, }YOU CAN SEE A MOUNTAIN ON THE BACKGROUND AND SOME CLOWDS.",5
Realism,gustave-courbet_the-deer-1876,sadness,"The deer has been cut in half, you can see the red blood all over. It also looks like its throat has been slit",6
Post_Impressionism,ion-pacea_still-life-with-flowers-and-apples,contentment,These flowers in the flower pot and the simple apples look relaxing for this painting.,5
Art_Nouveau_Modern,leon-bakst_costume-design-for-the-marchioness-hunting-from-sleeping-beauty-1921,amusement,One of the three musketeers with high heel shoes is funny to see.,6
Realism,frederic-remington_charge-of-the-rough-riders-at-san-juan-hill-1898,awe,This detailed painting is of an old battle probably in the 19th century or before. A ground battle on foot with old muskets and people wearing animal skin clothing.,6
Expressionism,fred-williams_hillock-1966,excitement,The depiction of what seems like a hill full of trees makes me feel excited because i feel like the artist wants the observer to figure out what the painting is all about.,6
Baroque,hendrick-terbrugghen_st-sebastian-tended-by-irene-and-her-maid-1625,sadness,The guy was shot by arrows and looks dead.,5
Naive_Art_Primitivism,pavel-filonov_landscape-with-two-animals,amusement,when you look closer things on the farm look too big or out of place.,6
Expressionism,jack-bush_dark-country-1946,something else,"Bored.Dull painting and subject.Too much gray,and not enough deatil.",5
Impressionism,childe-hassam_numph-bathing,contentment,The yellow tones of this image create a happy feeling.,5
Symbolism,martiros-saryan_sevan-lake-1929,contentment,I actually love how simple the mountains are. Its just an arrangement of lines but your brain automatically knows it is mountains.,6
Realism,gustave-courbet_a-young-woman-reading-1868,contentment,How the comfort in the painting show in the book and how relaxed she looks.,6
Post_Impressionism,maurice-utrillo_italian-s-house-at-monmartre,excitement,"This time next week, many people will be here for the wedding of their daughter and the governor's son.",5
Symbolism,mikalojus-ciurlionis_creation-of-the-world-i-1906,something else,"This painting shows a blue shade over a black shade with a signature "" Stan sie!"" at the bottom.",5
Naive_Art_Primitivism,niko-pirosmani_hunter-1907,sadness,Seems to be bleeding from a wound inflicted by that hunter. I find it sad yet I do understand that hunter fed his family that night.,6
Realism,gustave-courbet_the-wave,fear,I hope the boat at sea reaches the shore before sunset.,6
Abstract_Expressionism,robert-goodnough_two-seated-figures-1955,disgust,"Everything in the picture looks  broken, fractured and in disorder",6
Symbolism,nicholas-roerich_dogra-yumtso-1932,contentment,"The blue water and mountains are pleasant to look at, and the brown fading into the blue represents water sustaining life.",6
Realism,fyodor-vasilyev_morning-1873-1,contentment,There is no sun yet the grass is still healthy and green.,5
Romanticism,gustave-dore_the-judgment-of-solomon,awe,An epic portrayal of a mythical story known for it's scale,5
Expressionism,georges-braque_the-pedestal-1921,fear,The colors are so dark and foreboding,5
Romanticism,gustave-dore_the-dove-sent-forth-from-the-ark-1866,sadness,Sadness for all those people that must have died there.,6
Expressionism,ilka-gedo_witches-in-preparation-1981,contentment,This is kind of creepy because the two floating figures almost look like ghosts. But they're behind a red fence/grid.,6
Abstract_Expressionism,walasse-ting_milky-way-1966,contentment,There is a peacefulness to the static look,5
Rococo,william-hogarth_the-fishing-party,something else,"Nothing in this piece stands out to me, it's quite boring and there are no significant colors or actions.",6
Post_Impressionism,janos-tornyai_autumn-morning-1907,sadness,"The dark colors make this image look sad, like the hunter has cleared the land.",6
Impressionism,childe-hassam_sailing-vessel-at-sea-sunset,awe,The sweeping vibrant orange colors combined with the small ship remind one of the vastness of the sea and invoke awe.,5
Expressionism,jackson-pollock_bird-1941(1),fear,"the colors mix in strange ways almost like they are in motion, while it is ambiguous what the figure in the foreground is, its black lines appear to be grasping at me like claws. The use of blues and reds in the eye in the background make it feel menacing and judgmental.",5
Romanticism,gustave-dore_for-the-defense-of-christ,contentment,"Very well drawn.Good lines.Not very engaging.But the castle,and knight theme is interesting.",6
Symbolism,mikhail-nesterov_youth-of-st-sergius-1897,something else,I'm confused by the pious looking man next to what looks like a dead bear,6
Naive_Art_Primitivism,niko-pirosmani_white-cow-on-a-black-background,something else,this is the last drop of milk that youre getting out of me,5
Realism,fyodor-vasilyev_on-the-island-valaam,sadness,"This looks lonely, like a scene from The Walking Dead",6
Impressionism,childe-hassam_young-fishermen,contentment,"A nice day fishing off of a rock, a calm lake, I would definitely be content.",6
Impressionism,claude-monet_coal-dockers,something else,the use of brownish and yellowish color give it an eerie vibe,5
Symbolism,martiros-saryan_midday-silence-1924,contentment,"The contrast of purple, green, blue and orange is used to bring out the mountain side. This gives the feeling of content as we see the animals enjoying the day amd a calmness within the valley.",6
Impressionism,childe-hassam_on-the-balcony,contentment,the beauty of the clear night sky is calming,6
Abstract_Expressionism,walter-battiss_untitled-1966,sadness,It looks like everything on a fancy table is slowly crashing to the floor.,6
Abstract_Expressionism,salvador-dali_ex-aegypto-vocavi-filium-meum-1964,disgust,The grey splotches take away from what was otherwise a much nicer photo.,12
Art_Nouveau_Modern,nicholas-roerich_from-beyond,awe,The shading and colors of the mountains draw your eyes all the way up to the peaks.,6
Symbolism,mstislav-dobuzhinsky_naples-1911,excitement,I think the bright yellow and orange colors coupled with the unique scene make this exciting.,6
Naive_Art_Primitivism,yiannis-tsaroychis_rocks-with-two-sailors-1966,contentment,It looks peaceful. It looks like they are having a good time.,5
Symbolism,nicholas-roerich_elbrus-caucasus-1933,something else,I found the neutral colors and muted rust red to be dull. I felt the mountains were not drawn very well.,6
Expressionism,frantisek-kupka_humanitas,amusement,"the picture itself seems lively, the bright red and the womans expressions and body position makes it seem like shes welcoming us to some party or carnival.  The demon and the image of a sick person seems contrary, but the picture itself is amusing to me.",5
Expressionism,franz-marc_nude-lying-in-the-flowers-1910,contentment,"The person is sleeping contentedly in a colorful field, naked but without any cares or concerns.",5
Baroque,le-nain-brothers_card-players,fear,"While I like the detail in this one, the face on the back is kinda scary, it's like that person just saw a ghost, it makes me feel uneasy observing that face.",5
Impressionism,childe-hassam_august-afternoon-appledore,contentment,The pretty scen of a sea with boats. The nice blues of the water.,6
Realism,gustave-courbet_la-ferme-de-bonnevaux,disgust,"The water is dark and littered with something, making it not safe to drink.",6
