art_style,painting,emotion,utterance,repetition,utterance_spelled,tokens,tokens_len,split,tokens_encoded,emotion_label
Baroque,frans-hals_portrait-of-theodorus-schrevelius-1617,something else,Mild mannered portrait of a man holding up a book. He seems even tempered but dogmatic.,6,mild mannered portrait of a man holding up a book he seems even tempered but dogmatic,"['mild', 'mannered', 'portrait', 'of', 'a', 'man', 'holding', 'up', 'a', 'book', 'he', 'seems', 'even', 'tempered', 'but', 'dogmatic']",16,train,"[1, 2245, 3, 190, 7, 6, 30, 225, 106, 6, 336, 45, 44, 168, 3, 33, 5928, 2, 0, 0, 0, 0, 0, 0, 0]",8
Romanticism,francisco-goya_self-portrait-1824,awe,This  picture is interesting but the way the guy is dressed in clothes like two years ago.,5,this picture is interesting but the way the guy is dressed in clothes like two years ago,"['this', 'picture', 'is', 'interesting', 'but', 'the', 'way', 'the', 'guy', 'is', 'dressed', 'in', 'clothes', 'like', 'two', 'years', 'ago']",17,train,"[1, 12, 54, 8, 141, 33, 4, 67, 4, 293, 8, 301, 10, 359, 11, 126, 1144, 1273, 2, 0, 0, 0, 0, 0, 0]",2
Naive_Art_Primitivism,marc-chagall_they-were-in-forty-pairs-1948,contentment,Feels much like a Goddess and her people. Rough drawing with just a wash of color. Easy to view,5,feels much like a goddess and her people rough drawing with just a wash of color easy to view,"['feels', 'much', 'like', 'a', 'goddess', 'and', 'her', 'people', 'rough', 'drawing', 'with', 'just', 'a', 'wash', 'of', 'color', 'easy', 'to', 'view']",19,train,"[1, 119, 151, 11, 6, 2827, 5, 27, 40, 593, 222, 19, 60, 6, 3324, 7, 53, 951, 9, 258, 2, 0, 0, 0, 0]",3
Post_Impressionism,henri-de-toulouse-lautrec_in-bed-1893,contentment,The people seem look peaceful and cozy as they sleep.,6,the people seem look peaceful and cozy as they sleep,"['the', 'people', 'seem', 'look', 'peaceful', 'and', 'cozy', 'as', 'they', 'sleep']",10,train,"[1, 4, 40, 78, 20, 90, 5, 929, 32, 43, 1995, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Rococo,maurice-quentin-de-la-tour_study-of-the-portrait,contentment,This man has a slight smile and seems like he is a very happy well fed person,5,this man has a slight smile and seems like he is a very happy well fed person,"['this', 'man', 'has', 'a', 'slight', 'smile', 'and', 'seems', 'like', 'he', 'is', 'a', 'very', 'happy', 'well', 'fed', 'person']",17,train,"[1, 12, 30, 39, 6, 1390, 372, 5, 44, 11, 45, 8, 6, 23, 87, 86, 3121, 98, 2, 0, 0, 0, 0, 0, 0]",3
Post_Impressionism,henri-de-toulouse-lautrec_the-chestnut-1897,contentment,Looks like a quick sketch of folks standing in the street on a rainy day.  Dog is a little freaky though.,6,looks like a quick sketch of folks standing in the street on a rainy day dog is a little freaky though,"['looks', 'like', 'a', 'quick', 'sketch', 'of', 'folks', 'standing', 'in', 'the', 'street', 'on', 'a', 'rainy', 'day', 'dog', 'is', 'a', 'little', 'freaky', 'though']",21,train,"[1, 15, 11, 6, 1484, 382, 7, 2818, 314, 10, 4, 480, 18, 6, 1645, 94, 303, 8, 6, 103, 4788, 164, 2, 0, 0]",3
Cubism,pablo-picasso_musicians-with-masks-1921-1,disgust,"It's so hard to tell what this is supposed to be outside of a music sheets. However, the variety of blues, red and blacks is quite nice.",5,it's so hard to tell what this is supposed to be outside of a music sheets however the variety of blues red and blacks is quite nice,"[""it's"", 'so', 'hard', 'to', 'tell', 'what', 'this', 'is', 'supposed', 'to', 'be', 'outside', 'of', 'a', 'music', 'sheets', 'however', 'the', 'variety', 'of', 'blues', 'red', 'and', 'blacks', 'is', 'quite', 'nice']",27,train,"[1, 56, 35, 233, 9, 290, 50, 12, 8, 617, 9, 28, 388, 7, 6, 625, 2928, 954, 4, 1106, 7, 392, 66, 5, 2]",4
Art_Nouveau_Modern,heorhiy-narbut_illustration-to-three-fables-of-krylov-1911-1,excitement,This feels like the beginning of some kind of adventure or detective story,6,this feels like the beginning of some kind of adventure or detective story,"['this', 'feels', 'like', 'the', 'beginning', 'of', 'some', 'kind', 'of', 'adventure', 'or', 'detective', 'story']",13,train,"[1, 12, 119, 11, 4, 1240, 7, 97, 202, 7, 740, 51, 5889, 441, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
Symbolism,kuzma-petrov-vodkin_mother-and-child-1927,something else,The baby looks as if he can see from inside the painting.,5,the baby looks as if he can see from inside the painting,"['the', 'baby', 'looks', 'as', 'if', 'he', 'can', 'see', 'from', 'inside', 'the', 'painting']",12,train,"[1, 4, 249, 15, 32, 79, 45, 101, 85, 58, 496, 4, 22, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
Baroque,frans-hals_singing-boy-with-a-flute-1623,excitement,Their facial expression and hand shape makes it seem like they are dancing and having a good time.,5,their facial expression and hand shape makes it seem like they are dancing and having a good time,"['their', 'facial', 'expression', 'and', 'hand', 'shape', 'makes', 'it', 'seem', 'like', 'they', 'are', 'dancing', 'and', 'having', 'a', 'good', 'time']",18,train,"[1, 88, 211, 102, 5, 334, 390, 24, 14, 78, 11, 43, 17, 580, 5, 254, 6, 130, 125, 2, 0, 0, 0, 0, 0]",5
Post_Impressionism,henri-de-toulouse-lautrec_madame-juliette-pascal-1871,contentment,This woman has a look of contentment and seriousness.,5,this woman has a look of contentment and seriousness,"['this', 'woman', 'has', 'a', 'look', 'of', 'contentment', 'and', 'seriousness']",9,train,"[1, 12, 31, 39, 6, 20, 7, 326, 5, 2460, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Art_Nouveau_Modern,heorhiy-narbut_illustration-to-three-fables-of-krylov-1911-1,awe,"The interaction between two mono-colored, faceless men seems, in spite of this fact, extremely close and familiar.",6,the interaction between two mono colored faceless men seems in spite of this fact extremely close and familiar,"['the', 'interaction', 'between', 'two', 'mono', 'colored', 'faceless', 'men', 'seems', 'in', 'spite', 'of', 'this', 'fact', 'extremely', 'close', 'and', 'familiar']",18,train,"[1, 4, 4107, 247, 126, 3, 443, 2555, 170, 44, 10, 4336, 7, 12, 930, 757, 535, 5, 1284, 2, 0, 0, 0, 0, 0]",2
Realism,constantin-stahi_plums-1911,excitement,the dark brown table makes the blue or purple fruit stand out a little bit.,5,the dark brown table makes the blue or purple fruit stand out a little bit,"['the', 'dark', 'brown', 'table', 'makes', 'the', 'blue', 'or', 'purple', 'fruit', 'stand', 'out', 'a', 'little', 'bit']",15,train,"[1, 4, 47, 245, 264, 24, 4, 63, 51, 425, 312, 355, 49, 6, 103, 192, 2, 0, 0, 0, 0, 0, 0, 0, 0]",5
Realism,constantin-guys_carriage-and-three-gentlemen-on-horses,something else,Makes me catch my breath because I can almost feel the dust that is in the air from the quickly moving carriages and horses.,5,makes me catch my breath because i can almost feel the dust that is in the air from the quickly moving carriages and horses,"['makes', 'me', 'catch', 'my', 'breath', 'because', 'i', 'can', 'almost', 'feel', 'the', 'dust', 'that', 'is', 'in', 'the', 'air', 'from', 'the', 'quickly', 'moving', 'carriages', 'and', 'horses']",24,train,"[1, 24, 16, 1451, 105, 2511, 57, 13, 101, 135, 25, 4, 4004, 26, 8, 10, 4, 446, 58, 4, 1720, 689, 3910, 5, 2]",8
Post_Impressionism,henri-de-toulouse-lautrec_madame-poupoule-at-her-dressing-table-1898,contentment,The young woman seems focused and serious about what ever she is viewing or studying at the table,6,the young woman seems focused and serious about what ever she is viewing or studying at the table,"['the', 'young', 'woman', 'seems', 'focused', 'and', 'serious', 'about', 'what', 'ever', 'she', 'is', 'viewing', 'or', 'studying', 'at', 'the', 'table']",18,train,"[1, 4, 194, 31, 44, 1542, 5, 492, 72, 50, 1087, 38, 8, 963, 51, 2476, 29, 4, 264, 2, 0, 0, 0, 0, 0]",3
Cubism,pablo-picasso_female-nude-sitting-in-red-armchair-1932,excitement,The contrast between the color's on the woman's left and right sides is amazing.,5,the contrast between the color's on the woman's left and right sides is amazing,"['the', 'contrast', 'between', 'the', ""color's"", 'on', 'the', ""woman's"", 'left', 'and', 'right', 'sides', 'is', 'amazing']",14,train,"[1, 4, 144, 247, 4, 5742, 18, 4, 123, 263, 5, 216, 2139, 8, 265, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
Expressionism,emil-nolde_portrait-of-south-sea-islander-1,sadness,His eyes look lost and like is thinking of a much better time in his life,5,his eyes look lost and like is thinking of a much better time in his life,"['his', 'eyes', 'look', 'lost', 'and', 'like', 'is', 'thinking', 'of', 'a', 'much', 'better', 'time', 'in', 'his', 'life']",16,train,"[1, 36, 93, 20, 438, 5, 11, 8, 494, 7, 6, 151, 682, 125, 10, 36, 111, 2, 0, 0, 0, 0, 0, 0, 0]",7
Realism,constantin-artachino_white-headscarf,awe,This image really looks amazing with how realistic it looks with so simple of colors. I love the slight red that is brought about close to the ear since it allows a bit of color among everything else,10,this image really looks amazing with how realistic it looks with so simple of colors i love the slight red that is brought about close to the ear since it allows a bit of color among everything else,"['this', 'image', 'really', 'looks', 'amazing', 'with', 'how', 'realistic', 'it', 'looks', 'with', 'so', 'simple', 'of', 'colors', 'i', 'love', 'the', 'slight', 'red', 'that', 'is', 'brought', 'about', 'close', 'to', 'the', 'ear', 'since', 'it', 'allows', 'a', 'bit', 'of', 'color', 'among', 'everything', 'else']",38,train,"[1, 12, 80, 74, 15, 265, 19, 76, 260, 14, 15, 19, 35, 163, 7, 21, 13, 61, 4, 1390, 66, 26, 8, 1526, 2]",2
Realism,constantin-artachino_white-headscarf,contentment,This painting is well done and very natural looking. I am not weirded out by the facial arrangement like so many other painting like it.,10,this painting is well done and very natural looking i am not weirded out by the facial arrangement like so many other painting like it,"['this', 'painting', 'is', 'well', 'done', 'and', 'very', 'natural', 'looking', 'i', 'am', 'not', 'weirded', 'out', 'by', 'the', 'facial', 'arrangement', 'like', 'so', 'many', 'other', 'painting', 'like', 'it']",25,train,"[1, 12, 22, 8, 86, 280, 5, 23, 521, 59, 13, 95, 46, 7286, 49, 62, 4, 211, 1043, 11, 35, 203, 154, 22, 2]",3
Art_Nouveau_Modern,heorhiy-narbut_100-karbovanets-of-the-ukrainian-national-republic-revers-1917,amusement,I'm intrigued by this and want to know where the bill is from.,5,i'm intrigued by this and want to know where the bill is from,"[""i'm"", 'intrigued', 'by', 'this', 'and', 'want', 'to', 'know', 'where', 'the', 'bill', 'is', 'from']",13,train,"[1, 162, 661, 62, 12, 5, 152, 9, 196, 248, 4, 5612, 8, 58, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Naive_Art_Primitivism,marc-chagall_the-yellow-rooster-1960,amusement,Thats a strange bird-seal creature at the front of the nude people ?!,6,thats a strange bird seal creature at the front of the nude people,"['thats', 'a', 'strange', 'bird', 'seal', 'creature', 'at', 'the', 'front', 'of', 'the', 'nude', 'people']",13,train,"[1, 1659, 6, 462, 596, 6894, 673, 29, 4, 367, 7, 4, 341, 40, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Symbolism,konstantin-vasilyev_volga-2,awe,I feel awe while viewing this image because of the way the artist brings you into the creation as if you are actually standing there and looking up at the person in the image. I think it is a very compelling piece that makes a big statement.,5,i feel awe while viewing this image because of the way the artist brings you into the creation as if you are actually standing there and looking up at the person in the image i think it is a very compelling piece that makes a big statement,"['i', 'feel', 'awe', 'while', 'viewing', 'this', 'image', 'because', 'of', 'the', 'way', 'the', 'artist', 'brings', 'you', 'into', 'the', 'creation', 'as', 'if', 'you', 'are', 'actually', 'standing', 'there', 'and', 'looking', 'up', 'at', 'the', 'person', 'in', 'the', 'image', 'i', 'think', 'it', 'is', 'a', 'very', 'compelling', 'piece', 'that', 'makes', 'a', 'big', 'statement']",47,train,"[1, 13, 25, 179, 137, 963, 12, 80, 57, 7, 4, 67, 4, 155, 358, 84, 129, 4, 2771, 32, 79, 84, 17, 1042, 2]",2
Post_Impressionism,henri-de-toulouse-lautrec_jeanne-wenz-1886,contentment,The boy with disheveled hair in a suit looks mildly ahead,5,the boy with disheveled hair in a suit looks mildly ahead,"['the', 'boy', 'with', 'disheveled', 'hair', 'in', 'a', 'suit', 'looks', 'mildly', 'ahead']",11,train,"[1, 4, 442, 19, 4697, 200, 10, 6, 804, 15, 3182, 1444, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Impressionism,camille-pissarro_in-the-garden-1902,awe,the people are raking in the field,5,the people are raking in the field,"['the', 'people', 'are', 'raking', 'in', 'the', 'field']",7,train,"[1, 4, 40, 17, 6776, 10, 4, 345, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
Cubism,pablo-picasso_guitar-bottle-fruit-dish-and-glass-on-the-table-1919,excitement,Enjoying some time with family and friends as we listen to some live music on the guitar.,5,enjoying some time with family and friends as we listen to some live music on the guitar,"['enjoying', 'some', 'time', 'with', 'family', 'and', 'friends', 'as', 'we', 'listen', 'to', 'some', 'live', 'music', 'on', 'the', 'guitar']",17,train,"[1, 250, 97, 125, 19, 321, 5, 1182, 32, 475, 2237, 9, 97, 591, 625, 18, 4, 1367, 2, 0, 0, 0, 0, 0, 0]",5
Realism,constantin-guys_unknown-title,amusement,"It looks like a regular formal scene, but the lack of details for the background and how everyone is dressed very nearly identically make this seem a little comical.  I can't imagine anyone being able to recognize each other at an event like this.",6,it looks like a regular formal scene but the lack of details for the background and how everyone is dressed very nearly identically make this seem a little comical i can't imagine anyone being able to recognize each other at an event like this,"['it', 'looks', 'like', 'a', 'regular', 'formal', 'scene', 'but', 'the', 'lack', 'of', 'details', 'for', 'the', 'background', 'and', 'how', 'everyone', 'is', 'dressed', 'very', 'nearly', 'identically', 'make', 'this', 'seem', 'a', 'little', 'comical', 'i', ""can't"", 'imagine', 'anyone', 'being', 'able', 'to', 'recognize', 'each', 'other', 'at', 'an', 'event', 'like', 'this']",44,train,"[1, 14, 15, 11, 6, 2911, 1543, 52, 33, 4, 374, 7, 183, 34, 4, 75, 5, 76, 304, 8, 301, 23, 2427, 3, 2]",0
Naive_Art_Primitivism,marc-chagall_they-were-in-forty-pairs-1948,excitement,"It feels like a free and open sexual celebration, with vibrant warm and semi-cool colors",5,it feels like a free and open sexual celebration with vibrant warm and semi cool colors,"['it', 'feels', 'like', 'a', 'free', 'and', 'open', 'sexual', 'celebration', 'with', 'vibrant', 'warm', 'and', 'semi', 'cool', 'colors']",16,train,"[1, 14, 119, 11, 6, 1617, 5, 447, 801, 1399, 19, 272, 177, 5, 2923, 343, 21, 2, 0, 0, 0, 0, 0, 0, 0]",5
Abstract_Expressionism,morris-graves_hibernation-1954,awe,the painting looks mysterous and makes me look closer,5,the painting looks mysterous and makes me look closer,"['the', 'painting', 'looks', 'mysterous', 'and', 'makes', 'me', 'look', 'closer']",9,train,"[1, 4, 22, 15, 3, 5, 24, 16, 20, 2185, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
Baroque,frans-snyders_a-monkey-among-fruit,awe,"While its just a bunch of fruits, they are very very well done and it makes the image very interesting to look at.",5,while its just a bunch of fruits they are very very well done and it makes the image very interesting to look at,"['while', 'its', 'just', 'a', 'bunch', 'of', 'fruits', 'they', 'are', 'very', 'very', 'well', 'done', 'and', 'it', 'makes', 'the', 'image', 'very', 'interesting', 'to', 'look', 'at']",23,train,"[1, 137, 114, 60, 6, 768, 7, 787, 43, 17, 23, 23, 86, 280, 5, 14, 24, 4, 80, 23, 141, 9, 20, 29, 2]",2
Art_Nouveau_Modern,heorhiy-narbut_illustration-to-three-fables-of-krylov-1911-1,excitement,This would be perfect if it was a marraige proposal.,6,this would be perfect if it was a marraige proposal,"['this', 'would', 'be', 'perfect', 'if', 'it', 'was', 'a', 'marraige', 'proposal']",10,train,"[1, 12, 128, 28, 491, 79, 14, 118, 6, 3, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
Realism,constantin-stahi_plums-1911,fear,It looks like a dark storm is moving in,5,it looks like a dark storm is moving in,"['it', 'looks', 'like', 'a', 'dark', 'storm', 'is', 'moving', 'in']",9,train,"[1, 14, 15, 11, 6, 47, 383, 8, 689, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
Naive_Art_Primitivism,pablo-picasso_female-nude-study-1907,disgust,The firgure's skin is a sickly yello and the crosshatching on ths face looks like lurid bruising.,10,the firgure's skin is a sickly yello and the crosshatching on ths face looks like lurid bruising,"['the', ""firgure's"", 'skin', 'is', 'a', 'sickly', 'yello', 'and', 'the', 'crosshatching', 'on', 'ths', 'face', 'looks', 'like', 'lurid', 'bruising']",17,train,"[1, 4, 3, 363, 8, 6, 1725, 3, 5, 4, 3, 18, 7140, 42, 15, 11, 4954, 3, 2, 0, 0, 0, 0, 0, 0]",4
Abstract_Expressionism,milton-resnick_untitled-1960-1,contentment,This pattern of tweed reminds me of grass and wild flowers growing wild in the wind.,6,this pattern of tweed reminds me of grass and wild flowers growing wild in the wind,"['this', 'pattern', 'of', 'tweed', 'reminds', 'me', 'of', 'grass', 'and', 'wild', 'flowers', 'growing', 'wild', 'in', 'the', 'wind']",16,train,"[1, 12, 703, 7, 7197, 82, 16, 7, 346, 5, 805, 91, 870, 805, 10, 4, 630, 2, 0, 0, 0, 0, 0, 0, 0]",3
Symbolism,kuzma-petrov-vodkin_mother-1913,contentment,The woman breastfeeding her baby overlooking a beautiful scene feels very peaceful,5,the woman breastfeeding her baby overlooking a beautiful scene feels very peaceful,"['the', 'woman', 'breastfeeding', 'her', 'baby', 'overlooking', 'a', 'beautiful', 'scene', 'feels', 'very', 'peaceful']",12,train,"[1, 4, 31, 2740, 27, 249, 1869, 6, 55, 52, 119, 23, 90, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Naive_Art_Primitivism,marc-chagall_window-in-the-country-1915,sadness,Outside looks very gloomy and dark and the subjects appear trapped inside.,6,outside looks very gloomy and dark and the subjects appear trapped inside,"['outside', 'looks', 'very', 'gloomy', 'and', 'dark', 'and', 'the', 'subjects', 'appear', 'trapped', 'inside']",12,train,"[1, 388, 15, 23, 328, 5, 47, 5, 4, 484, 221, 1508, 496, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
Cubism,pablo-picasso_house-in-a-garden-1908,excitement,A small beige house with wooden board skirting is surrounded by green trees and open land.,5,a small beige house with wooden board skirting is surrounded by green trees and open land,"['a', 'small', 'beige', 'house', 'with', 'wooden', 'board', 'skirting', 'is', 'surrounded', 'by', 'green', 'trees', 'and', 'open', 'land']",16,train,"[1, 6, 215, 1447, 289, 19, 1736, 1525, 3, 8, 577, 62, 100, 92, 5, 447, 457, 2, 0, 0, 0, 0, 0, 0, 0]",5
